Name,Semi_Major_AU,Eccentricity,Diameter_km,Mass_kg
Khufu,0.989537560450789,0.4685174247283059,0.6344761967444102,401204575971.2418
Orpheus,1.209662179045708,0.3227518287938224,0.347688937525904,66022580639.14006
Zephyr,1.961922094181047,0.4920120116291148,2.158233566515278,15791202589205.992
Cuno,1.982718743264263,0.6342867024321133,6.458610790185055,423191775134435.0
Dionysus,2.19861623099639,0.5415435918949166,1.7436727866798702,8327503921458.563
Kronos,1.02141597726535,0.2839576123937546,0.13346694831547004,3734573994.5837536
